Transportmittel,Schlange,Reisezeit
Taxi,1,1259.9976932394757
Strassenbahn,0,1047.816499272414
Strassenbahn,0,1131.6565593645485
Strassenbahn,0,1130.3325533137154
Taxi,0,539.3692705339688
Taxi,0,1373.253553619239
Strassenbahn,0,1006.9624881995702
Taxi,0,566.6015352266036
Strassenbahn,0,1230.1660140873355
Strassenbahn,0,1041.5389595128652
Taxi,0,1191.3465913846298
Taxi,1,1190.8020005597707
Strassenbahn,0,1203.45878020846
Strassenbahn,0,1283.9258530557559
Strassenbahn,0,1210.048733178737
Taxi,3,756.8765022249767
Taxi,1,798.3467178560844
Taxi,0,981.21974048328
Taxi,2,861.4330304425057
Strassenbahn,0,1151.1634580351397
Taxi,1,677.5796751123895
Taxi,4,804.2605422163758
Taxi,2,1246.1370699316717
Strassenbahn,0,1014.5746349191227
Strassenbahn,0,1095.0282514350629
Strassenbahn,0,1260.3995069139755
Strassenbahn,0,1082.601112501021
Strassenbahn,0,1233.1791395253367
Strassenbahn,0,1129.5249507598148
Taxi,2,738.991529229357
Taxi,0,1372.1147338971464
Taxi,3,801.9591879607058
Taxi,0,584.0370398630268
Taxi,1,855.4929649447027
Strassenbahn,0,1021.9628400536279
Strassenbahn,0,1103.5875729664276
Strassenbahn,0,1263.8907295936765
Taxi,0,601.6188618230617
Taxi,0,497.6780467824243
Strassenbahn,0,1180.3537563663801
Taxi,0,1037.2102569215308
Taxi,0,567.9432644743097
Strassenbahn,0,1029.5115881426843
Taxi,1,1069.654173300145
Strassenbahn,0,1065.4671419198758
Strassenbahn,0,1261.0604767522682
Taxi,0,685.2625553708713
Taxi,0,545.6356156468469
Strassenbahn,0,1141.7314404745925
Taxi,2,943.5800198551261
Taxi,0,549.1706210651705
Strassenbahn,0,1175.6686588562316
Taxi,0,846.299873476453
Strassenbahn,0,1311.2937415442616
Taxi,0,547.0565791746401
Taxi,0,906.8349343924872
Strassenbahn,0,1253.1037806627744
Taxi,0,869.6035295945151
Taxi,0,738.4003641436504
Strassenbahn,0,1198.4386182700741
Taxi,2,1131.0035546543409
Taxi,2,1065.6116700035286
Strassenbahn,0,1159.9969257034204
Taxi,1,1073.0460687205018
Strassenbahn,0,1171.6003796780624
Strassenbahn,0,1036.2449712745824
Taxi,1,545.5950956423735
Taxi,1,789.1593211712849
Taxi,1,1082.05434459998
Taxi,1,766.6586118454212
Taxi,1,992.9434567615467
Taxi,2,907.7978876077382
Strassenbahn,0,1288.5660067369104
Strassenbahn,0,1020.8845545697034
Strassenbahn,0,1124.5761391275364
Taxi,0,700.0938150378967
Taxi,4,802.2694353317197
Taxi,1,853.7651374303566
Strassenbahn,0,1150.4382947460613
Taxi,0,768.717240796743
Strassenbahn,0,1260.7222364272957
Taxi,1,1228.7148233430141
Taxi,0,741.963028743962
Strassenbahn,0,1075.9852447227745
Taxi,1,949.3610262686886
Taxi,0,1385.8884139387756
Taxi,2,1528.0059941657803
Strassenbahn,0,1172.633384724989
Strassenbahn,0,1168.1512222960241
Taxi,0,476.2323945055562
Strassenbahn,0,1085.7026872010642
Strassenbahn,0,1267.0966719986363
Taxi,4,1048.4895673787973
Strassenbahn,0,1125.887690741991
Strassenbahn,0,1151.8657425185238
Strassenbahn,0,1302.0254878541746
Strassenbahn,0,1047.4017180434769
Strassenbahn,0,1009.2458058277256
Taxi,2,817.4067827164113
Taxi,0,451.4438747155656
Strassenbahn,0,1248.6754535527073
Taxi,1,1008.8311829738592
Taxi,0,756.7619164085102
Taxi,0,906.8618627104142
Strassenbahn,0,1086.5233913148645
Taxi,3,963.2984836037681
Taxi,0,551.667068308583
Taxi,0,989.4994370822942
Taxi,0,1296.736083716668
Taxi,0,598.3443925943506
Strassenbahn,0,1039.9260347796778
Strassenbahn,0,1054.098910650478
Strassenbahn,0,1051.3313516172168
Taxi,0,701.501577814182
Taxi,0,712.3483893996377
Strassenbahn,0,1226.0878735376486
Taxi,3,1003.8773246517604
Strassenbahn,0,1087.8727503222972
Taxi,2,695.4486432133772
Taxi,0,787.9577805960529
Strassenbahn,0,1171.6972250838576
Strassenbahn,0,1057.179609266569
Strassenbahn,0,1073.0279919120615
Taxi,0,1069.3354976911448
Taxi,1,1095.3766221607998
Taxi,0,792.426698886788
Strassenbahn,0,1035.3362258358325
Taxi,1,717.9951794107092
Taxi,0,695.1984854183739
Taxi,0,1001.8707213252368
Strassenbahn,0,1220.1194501790008
Strassenbahn,0,1075.0428501848917
Strassenbahn,0,979.4218904650872
Taxi,1,893.9714918371533
Taxi,1,763.6562558043945
Strassenbahn,0,1068.4768615934283
Taxi,0,919.467491785972
Strassenbahn,0,1269.4393507837576
Taxi,0,578.3116371839164
Taxi,2,1172.5136738822066
Strassenbahn,0,1211.800306791724
Strassenbahn,0,1223.672190865178
Taxi,1,1320.4806228079333
Taxi,3,803.4007611584386
Taxi,0,1464.9126063279568
Strassenbahn,0,1272.1501380002496
Taxi,0,1690.9942827089008
Taxi,2,832.1989987923879
Strassenbahn,0,1263.5627559170275
Taxi,0,611.6355456045121
Taxi,0,989.4768237367907
Strassenbahn,0,1214.393726920088
Taxi,0,757.232981528267
Taxi,2,1033.5887013345348
Taxi,1,714.3554258680074
Taxi,2,790.9967979486446
Taxi,2,843.1589062312339
Taxi,2,781.9568620118588
Strassenbahn,0,1247.6552741005098
Strassenbahn,0,1057.1579939795504
Strassenbahn,0,1145.8481948722279
Taxi,2,950.0288979513547
Taxi,2,833.2484533311241
Strassenbahn,0,1253.3270272101918
Taxi,3,748.6529660533384
Taxi,0,511.12615330103085
Strassenbahn,0,1111.8922806336325
Taxi,0,525.1475411280594
Taxi,3,779.4419104905162
Taxi,0,706.7118441277951
Taxi,0,704.2849575979832
Taxi,3,891.069865038885
Strassenbahn,0,1237.137985563528
Taxi,4,948.7821814111167
Strassenbahn,0,1156.419542640885
Strassenbahn,0,1281.6551829230882
Strassenbahn,0,1282.3811202868603
Taxi,0,690.0964132270437
Taxi,1,1117.8485584534778
Strassenbahn,0,1175.1378241569867
Taxi,0,621.8303968420282
Taxi,0,820.9426271983673
Taxi,1,1137.1307495108445
Taxi,1,933.700139052212
Strassenbahn,0,1020.4915161540479
Taxi,2,979.2539685106365
Taxi,0,1100.827360656317
Taxi,1,850.5600436029191
Taxi,1,1086.4710532402435
Taxi,1,963.7519685710271
Strassenbahn,0,1141.0989707306721
Taxi,0,959.9770726433973
Taxi,0,1316.388991592211
Taxi,2,896.4086010383853
Strassenbahn,0,1053.8255790043054
Strassenbahn,0,1251.4857683813673
Taxi,0,665.5607960683913
Taxi,0,519.5776389151631
Taxi,1,1130.918101582491
Taxi,1,967.4745980206985
Taxi,1,903.6378671407106
Taxi,1,621.8799777810718
Strassenbahn,0,1019.1484745409006
Strassenbahn,0,1186.683747308807
Taxi,1,1019.2497401002354
Taxi,0,1331.1696590779206
Taxi,0,671.4361805884615
Taxi,1,1057.8771270006894
Strassenbahn,0,1008.6051877676675
Taxi,0,518.6419514332256
Taxi,4,1050.55121723005
Strassenbahn,0,1045.2522642707336
Strassenbahn,0,1065.3301253148406
Taxi,1,942.838438217691
Taxi,0,672.8339096792251
Taxi,3,906.7652706069233
Taxi,0,608.3435051811916
Taxi,1,572.6730015989065
Taxi,0,1085.8818610868088
Taxi,0,763.8534405718799
Taxi,0,1034.7888896357683
Taxi,0,642.1498948835365
Taxi,0,440.40904837100487
Taxi,0,932.9701939221416
Taxi,2,1060.862399300937
Strassenbahn,0,1146.3688257728795
Taxi,3,976.4404726777777
Strassenbahn,0,1142.5666146358951
Taxi,0,758.072469205947
Strassenbahn,0,1253.8570179887156
Taxi,1,1135.5161164015346
Taxi,0,565.9604133976428
Strassenbahn,0,1191.0984642221574
Taxi,0,543.9838103419158
Strassenbahn,0,1214.892479781381
Strassenbahn,0,1049.2165432141128
Strassenbahn,0,1021.4253062448371
Taxi,0,486.90740761589035
Strassenbahn,0,1195.7960559209564
Taxi,1,943.6618920033497
Taxi,3,775.3949424203479
Taxi,0,1003.1447956763569
Taxi,0,510.8054354473432
Taxi,0,554.8153474529253
Taxi,0,1139.1176196094714
Taxi,0,1209.7489830182928
Taxi,2,1383.997334922752
Taxi,0,1042.4019820774288
Taxi,0,1221.3736658244793
Taxi,2,1012.2610122756371
Strassenbahn,0,1012.3892847808057
Taxi,0,605.4921173345224
Taxi,1,837.1674573160541
Strassenbahn,0,1085.4445227812703
Taxi,2,735.1199184918612
Taxi,1,1073.9083750235973
Strassenbahn,0,985.2641553328828
Taxi,4,855.3251169564676
Strassenbahn,0,1123.1488127864873
Strassenbahn,0,1065.667173312943
Strassenbahn,0,1180.6966507497286
Strassenbahn,0,1171.2451668269016
Taxi,1,1216.0933331193505
Taxi,2,840.6240619465478
Strassenbahn,0,1049.7066698189733
Taxi,1,1061.8461129557998
Taxi,1,1415.7578052886295
Strassenbahn,0,1088.083224350894
Taxi,0,729.6998491523541
Taxi,0,608.0330321472611
Strassenbahn,0,1229.3889113125865
Taxi,2,813.9075435588293
Taxi,0,783.9057077401692
Taxi,1,815.2021182492563
Strassenbahn,0,1051.3277273738859
Taxi,0,896.9226693062236
Taxi,0,1104.785534097426
Taxi,3,541.8328504889259
Taxi,1,674.5413537835419
Taxi,0,684.0995766983596
Taxi,2,947.9808312257263
Taxi,0,1266.9332167591283
Strassenbahn,0,1135.4292439707515
Taxi,3,1026.990922502258
Strassenbahn,0,1007.4635375523047
Strassenbahn,0,1013.1709872958603
Taxi,0,1200.304314074565
Taxi,1,769.4612933402211
Taxi,0,550.3671985948067
Taxi,0,805.9993562225915
Taxi,0,1296.5638084897923
Taxi,1,1019.0334332298095
Taxi,1,791.8229893442528
Taxi,1,647.5719196312631
Strassenbahn,0,1067.2740092673657
Strassenbahn,0,1235.3085253053828
Strassenbahn,0,1223.4104823539487
Taxi,0,1275.1657927569165
Strassenbahn,0,1225.4165501893249
Strassenbahn,0,1156.3361963904786
Taxi,1,741.2527666684425
Strassenbahn,0,1058.1987779525994
Taxi,1,748.0583756772255
Strassenbahn,0,1129.2603525222003
Strassenbahn,0,1046.8230617497552
Taxi,2,1160.5723056597585
Taxi,0,471.4973427187944
Strassenbahn,0,997.415645761114
Strassenbahn,0,1009.5807813002315
Strassenbahn,0,1062.1232784102085
Strassenbahn,0,1086.0504812820295
Taxi,0,624.8331792549684
Taxi,0,692.1766512864898
Taxi,0,789.8066908597286
Taxi,0,1116.9731691222646
Taxi,1,1420.809161481221
Taxi,2,966.1581299188229
Taxi,1,650.220555159475
Taxi,0,567.2230005995445
Taxi,2,960.7186166715006
Taxi,1,779.8334781976339
Strassenbahn,0,1127.9872030958695
Strassenbahn,0,1034.5667688071517
Strassenbahn,0,1175.0588759166685
Taxi,0,594.5452502481136
Strassenbahn,0,1008.0573789782557
Taxi,0,1284.5184414637395
Taxi,2,740.7288680202572
Taxi,2,805.9724225911115
Strassenbahn,0,1087.045258981583
Strassenbahn,0,1027.5168133006762
Taxi,0,477.2649850183452
Taxi,0,542.7183294290146
Taxi,0,757.8961275696831
Taxi,0,844.5990714552577
Strassenbahn,0,1143.6341578625788
Strassenbahn,0,1176.2850526004231
Strassenbahn,0,1093.2152291732568
Taxi,0,720.1886837269612
Strassenbahn,0,1027.1597504413571
Taxi,0,627.7530445421484
Strassenbahn,0,1210.2437767593083
Taxi,0,711.7671025080297
Strassenbahn,0,1223.9520195290115
Taxi,0,510.67386312950265
Strassenbahn,0,1098.921476803495
Taxi,0,976.8435832364069
Taxi,1,711.4089188483749
Strassenbahn,0,1255.8901843094031
Strassenbahn,0,1263.0356948510198
Taxi,0,755.7058919892502
Strassenbahn,0,1087.9948264938248
Taxi,0,462.0784748754229
Taxi,1,636.6830117814417
Taxi,1,1231.246045580436
Taxi,3,829.4262699329427
Taxi,0,627.8131353641023
Taxi,0,865.7946201284622
Taxi,4,757.9432099893178
Strassenbahn,0,1159.4243359715483
Strassenbahn,0,1108.0778901318524
Strassenbahn,0,1278.3278415250538
Strassenbahn,0,1033.957110302625
Taxi,0,1084.267683463287
Taxi,0,1324.5016333705476
Taxi,1,1318.0971306711342
Taxi,0,939.1327737797158
Taxi,0,525.9818754501945
Strassenbahn,0,1033.4775539106954
Strassenbahn,0,1051.5489086346481
Taxi,0,659.9734452422501
Taxi,1,1149.4323071792414
Strassenbahn,0,1021.399973748971
Taxi,0,867.9640413892455
Taxi,1,1058.2292928514084
Taxi,2,1079.827138544464
Taxi,2,954.5449728271085
Taxi,0,614.8816843896564
Strassenbahn,0,1029.7804588847684
Taxi,0,1082.3801072484466
Taxi,0,594.4879051352582
Strassenbahn,0,1031.633459463169
Strassenbahn,0,1045.079232595655
Strassenbahn,0,1090.4890006129067
Taxi,2,956.3898535138202
Strassenbahn,0,1171.1674245795164
Taxi,1,1262.3654580640798
Strassenbahn,0,1209.342137900969
Strassenbahn,0,1154.1702037882446
Taxi,0,642.157189213173
Strassenbahn,0,1132.921832641598
Taxi,0,890.7821539148354
Taxi,2,1001.8221565176714
Taxi,2,1280.6589145547514
Taxi,0,995.8257176036286
Taxi,0,698.3953182677994
Taxi,3,693.8455267746759
Taxi,0,615.7156025866719
Strassenbahn,0,1270.0494868664118
Taxi,0,759.0862227168197
Strassenbahn,0,1053.806806255373
Taxi,2,931.0090648865971
Strassenbahn,0,1288.9717756283744
Taxi,0,492.78098163639976
Taxi,0,592.3748575275458
Taxi,2,913.3812301598488
Taxi,3,921.8360054574182
Strassenbahn,0,1089.7791688397047
Taxi,0,716.56136910162
Taxi,0,486.7554267608389
Taxi,0,664.5530940849824
Taxi,0,677.7629583401041
Strassenbahn,0,1017.9213743713268
Strassenbahn,0,1247.4001478501118
Strassenbahn,0,1074.9957809869993
Taxi,0,1283.3812294474076
Taxi,0,1310.1920493589685
Taxi,3,839.9087564147703
Strassenbahn,0,1278.8311061401969
Taxi,0,662.2265613247134
Taxi,0,805.3958188817905
Strassenbahn,0,1201.0057889972877
Taxi,3,1154.410923963916
Strassenbahn,0,1136.2681293412543
Strassenbahn,0,1007.3781805849843
Taxi,0,616.5987130626593
Taxi,0,826.0771378547099
Strassenbahn,0,1223.7048387145073
Taxi,0,538.7049331010303
Strassenbahn,0,1166.5952061852113
Taxi,1,1040.1713957417887
Strassenbahn,0,1012.99773244962
Taxi,0,1196.9455238677654
Taxi,0,1150.5045448945466
Strassenbahn,0,1139.8684762704238
Strassenbahn,0,1018.8633800680642
Strassenbahn,0,1001.699159778092
Taxi,0,583.9635123558897
Taxi,3,902.3468721016759
Strassenbahn,0,1201.7845371108622
Taxi,0,542.995138807026
Strassenbahn,0,1090.5449620069694
Strassenbahn,0,1055.1132386314166
Strassenbahn,0,1116.972184568792
Taxi,2,757.7886953466898
Strassenbahn,0,1090.4320088097566
Taxi,0,1024.0851524021355
Taxi,0,978.0385088476546
Taxi,0,1083.346348060701
Strassenbahn,0,996.5112399791972
Taxi,2,782.3858472100285
Taxi,1,831.0260446049132
Taxi,0,810.2320652839564
Strassenbahn,0,1220.1476189336393
Taxi,2,928.5110756272009
Strassenbahn,0,1066.9510342802107
Taxi,1,1298.9009282135792
Strassenbahn,0,1270.1577971329434
Taxi,0,675.6356214199109
Strassenbahn,0,1156.6481271146477
Taxi,0,532.4611930955024
Strassenbahn,0,1286.675590110548
Taxi,1,1045.511485763183
Strassenbahn,0,1088.0187575921068
Taxi,0,444.93476480118227
Taxi,0,696.1417767113329
Taxi,2,910.7471315706525
Strassenbahn,0,1136.7510720856035
Taxi,0,1448.537662384294
Strassenbahn,0,1081.5514400308575
Taxi,0,648.5774390687362
Taxi,0,1411.6317040041479
Strassenbahn,0,1017.0850000622399
Taxi,1,1162.7053382038232
Strassenbahn,0,1234.8699251328244
Strassenbahn,0,1071.6324509524932
Strassenbahn,0,1135.5554161330817
Strassenbahn,0,1048.516940839731
Strassenbahn,0,1089.928664771077
Taxi,0,602.4227057003931
Taxi,1,1471.1402856915597
Taxi,0,560.4569524491072
Taxi,3,599.5174668082332
Strassenbahn,0,1045.834663630018
Strassenbahn,0,1060.017807477849
Strassenbahn,0,1209.9317973220923
Taxi,3,837.8512226744193
Taxi,3,722.2194427997349
Taxi,0,926.0524906842727
Taxi,0,998.6968891574192
Taxi,0,530.9670499050084
Taxi,0,1113.9848298666236
Taxi,1,762.6748736065026
Strassenbahn,0,1070.485244268275
Strassenbahn,0,1115.8981339683344
Taxi,0,1140.9369412870324
Taxi,0,1019.7964675719503
Strassenbahn,0,1047.6011871136293
Taxi,0,756.3963304433955
Taxi,0,801.6155437120034
Strassenbahn,0,1185.589885083868
Strassenbahn,0,1047.7334685659384
Strassenbahn,0,1143.127894504602
Taxi,0,611.9054947920972
Strassenbahn,0,1220.303269596482
Taxi,0,710.3900489938713
Taxi,1,758.7440293754764
Strassenbahn,0,1249.630821895616
Strassenbahn,0,1210.7659474380716
Taxi,2,668.6886528418265
Strassenbahn,0,1026.6512663779672
Taxi,0,526.682230046729
Taxi,1,1302.5819762221429
Taxi,1,1317.32074597152
Taxi,0,861.1782674700664
Taxi,0,1179.3958556457524
Strassenbahn,0,1180.2197752985503
Strassenbahn,0,1110.8395775596268
Strassenbahn,0,1075.2846489980216
Strassenbahn,0,1040.6713160162308
Strassenbahn,0,1026.3229410464082
Taxi,3,827.7819250446826
Taxi,2,967.4879364280376
Taxi,2,1223.983052612622
Taxi,0,541.3650333245498
Strassenbahn,0,1081.206916900486
Taxi,2,590.3892972311899
Taxi,0,609.4543340149445
Taxi,2,1182.2619690105505
Taxi,0,687.5349208937375
Strassenbahn,0,1039.5739858410554
Taxi,1,679.4223783641582
Strassenbahn,0,1165.5824703571486
Strassenbahn,0,1293.4970824165466
Strassenbahn,0,1174.1919793615457
Strassenbahn,0,1103.1748802395755
Strassenbahn,0,1176.755885010094
Taxi,2,994.4143078732376
Strassenbahn,0,1065.3722315064438
Taxi,0,439.4371314995534
Taxi,0,1065.0820947875447
Taxi,1,875.0812046491899
Taxi,0,567.4512850716495
Strassenbahn,0,1092.1619064304462
Taxi,0,591.9665221393395
Taxi,0,1161.6992851157447
Taxi,0,692.3815707218398
Taxi,0,896.6206611262821
Taxi,1,953.2877903842643
Taxi,0,622.5371195883433
Taxi,0,779.6001277042958
Taxi,0,1289.9595479896543
Taxi,0,824.4023115770717
Strassenbahn,0,1027.8241264841322
Strassenbahn,0,1296.6941848679467
Strassenbahn,0,1081.36373472914
Strassenbahn,0,1227.1283938635788
Strassenbahn,0,1174.9117140845508
Taxi,2,931.193868676444
Strassenbahn,0,1126.0321081305779
Taxi,0,462.30995108522404
Strassenbahn,0,1270.7930330502231
Strassenbahn,0,980.3532100550198
Taxi,1,636.3914521643185
Taxi,0,1528.5383341591278
Taxi,0,616.6996714834515
Taxi,0,762.7540545630155
Strassenbahn,0,1034.5521693893934
Taxi,1,672.8487951966498
Taxi,0,755.7775029038876
Strassenbahn,0,1153.5614599549526
Strassenbahn,0,1191.3261780423657
Taxi,0,1034.4382177638101
Taxi,0,758.37636563221
Taxi,2,773.0074650416484
Taxi,0,522.1821333638293
Taxi,0,505.8334607956166
Taxi,1,945.272077749209
Taxi,1,564.519432397381
Strassenbahn,0,1017.2230995098997
Taxi,0,532.4590568535198
Taxi,0,521.2567250206412
Taxi,0,1270.7025937989513
Taxi,1,762.4406126556089
Taxi,0,933.5069760082457
Strassenbahn,0,1216.7606421171809
Taxi,2,650.5189548958868
Strassenbahn,0,1037.2777830213236
Strassenbahn,0,1240.2896248720858
Taxi,1,796.8629928304412
Strassenbahn,0,1143.3851081034918
Taxi,1,688.5765277450474
Strassenbahn,0,1011.2507700399435
Taxi,3,695.9002534011852
Taxi,0,657.9694338433146
Strassenbahn,0,1070.2298506841935
Taxi,1,1193.0240214511891
Strassenbahn,0,1185.6819848177004
Taxi,1,1466.5248862280982
Taxi,0,630.9744922565037
Taxi,1,896.0195763266648
Taxi,4,728.9608795957637
Strassenbahn,0,1061.725017326863
Taxi,1,821.3986686734572
Taxi,0,671.8159239176546
Taxi,0,693.42245909068
Taxi,0,1074.4393259999792
Taxi,2,1215.4561006495783
Taxi,2,982.3607725861874
Strassenbahn,0,1179.8821405488325
Taxi,1,773.8331112534552
Taxi,1,948.115478994174
Taxi,0,1043.6576982540969
Strassenbahn,0,1296.7849415397268
Strassenbahn,0,1103.8224615136924
Taxi,1,1103.1895609730302
Taxi,1,1053.8203681225314
Strassenbahn,0,1172.2774507624254
Taxi,0,516.1122602248236
Taxi,0,845.6649165284869
Strassenbahn,0,1270.9047501810323
Taxi,0,1717.862187366599
Strassenbahn,0,1102.406325582143
Strassenbahn,0,1012.4832916469113
Taxi,0,1105.2219139811295
Taxi,0,818.6590646120892
Taxi,0,637.5305234843253
Strassenbahn,0,1191.2519249455345
Strassenbahn,0,1085.713207149386
Strassenbahn,0,1130.6730842526254
Taxi,0,1531.685659040516
Strassenbahn,0,1272.2494067577527
Taxi,0,1108.744713909688
Strassenbahn,0,1104.069720289845
Strassenbahn,0,1071.2580921504655
Taxi,3,810.206942438881
Strassenbahn,0,1223.9481902302412
Taxi,0,605.2356106651573
Taxi,0,582.8602743614655
Strassenbahn,0,1113.2784339264053
Taxi,0,694.9735657522201
Taxi,0,1173.073062973629
Strassenbahn,0,1256.967928951558
Taxi,0,612.8461376497718
Strassenbahn,0,1011.9814089921535
Taxi,0,1115.988866873539
Strassenbahn,0,1066.8051176879512
Taxi,0,514.7941299907552
Strassenbahn,0,1090.149177988781
Taxi,2,992.34065565303
Taxi,0,580.3276452479893
Strassenbahn,0,1042.7313598940805
Strassenbahn,0,1294.6455267232152
Taxi,0,525.7297453005593
Taxi,3,1095.8069152303387
Taxi,2,982.4211674630376
Strassenbahn,0,1277.3715365161747
Taxi,3,694.7190786296082
Strassenbahn,0,1013.1598451526031
Taxi,0,1420.1741834871973
Taxi,1,699.7702924586515
Strassenbahn,0,1297.8899540324821
Taxi,0,991.9352452280569
Strassenbahn,0,1193.008097217967
Taxi,0,1603.285856687227
Taxi,0,947.8627954812027
Strassenbahn,0,1136.9461679338378
Taxi,1,719.0550492705668
Strassenbahn,0,1271.395728873656
Taxi,0,1063.851599583983
Strassenbahn,0,1084.5233300275256
Strassenbahn,0,1282.3317143118234
Strassenbahn,0,1043.2531720404422
Taxi,0,598.3106673698268
Taxi,3,1033.1704233605321
Taxi,2,861.1176845048149
Taxi,1,719.5449530361539
Strassenbahn,0,1157.3252005892982
Strassenbahn,0,1069.0138670698138
Strassenbahn,0,1272.182793727401
Strassenbahn,0,1246.3519256415423
Taxi,1,812.8816893012183
Taxi,3,810.5083479123572
Taxi,0,500.95946530320265
Strassenbahn,0,1159.5322046693364
Taxi,0,528.8031908535045
Strassenbahn,0,1056.7336664835234
Taxi,0,691.9758261095242
Taxi,0,773.0135302039093
Strassenbahn,0,1298.4890562477767
Taxi,1,864.947044100965
Taxi,0,1336.585711983397
Strassenbahn,0,1093.7324923400256
Taxi,3,1061.325882855267
Taxi,1,979.1908863841594
Taxi,0,813.0856676321507
Strassenbahn,0,1061.9876761355217
Taxi,0,994.4410594792005
Taxi,3,1079.5752833243291
Taxi,3,749.2979396405422
Taxi,4,877.2553550882544
Taxi,1,996.0355473384952
Taxi,2,739.857505032716
Taxi,0,1402.4631316549576
Strassenbahn,0,1070.0943878248831
Strassenbahn,0,1252.0942312891657
Strassenbahn,0,1041.7840945932762
Strassenbahn,0,1191.0402168179992
Strassenbahn,0,1190.242578613129
Taxi,0,643.4808592039394
Taxi,4,822.3518281788993
Strassenbahn,0,1114.9007646863283
Strassenbahn,0,1002.7431893319533
Taxi,0,525.2158097467213
Taxi,1,727.7973959254132
Taxi,0,974.6963938312172
Taxi,0,982.1737609913218
Taxi,0,633.8060894199475
Taxi,2,719.1509146094082
Strassenbahn,0,1270.4525783212703
Strassenbahn,0,1129.2589403046106
Strassenbahn,0,1026.2527022184913
Taxi,0,706.4137342969194
Taxi,1,726.9538949019903
Strassenbahn,0,1252.690004035549
Strassenbahn,0,1212.4631724912801
Strassenbahn,0,1188.5989342122284
Taxi,0,619.8329254523077
Taxi,0,648.4193677914407
Taxi,4,983.2969311297127
Taxi,1,887.505328618965
Taxi,0,685.5815946366845
Taxi,0,730.0955816431509
Strassenbahn,0,1296.1040024271542
Taxi,0,1176.0265869777354
Taxi,0,638.029214137267
Strassenbahn,0,1056.2072140778014
Taxi,1,880.6639583809147
Taxi,2,831.8612185622087
Taxi,2,948.8456510604124
Taxi,0,628.9807417443808
Taxi,0,1065.9926695356828
Strassenbahn,0,1001.2967418006766
Taxi,0,875.8267540007262
Strassenbahn,0,1162.434233666177
Taxi,0,578.0173223468014
Strassenbahn,0,1140.991906237222
Taxi,0,785.5150783830811
Taxi,0,485.4867745857157
Taxi,0,661.2188768999783
Taxi,0,618.8534781038669
Taxi,1,923.5457758812411
Taxi,1,1080.2819597093178
Strassenbahn,0,1109.4478319112168
Taxi,0,1565.8583829979075
Taxi,0,583.101937125027
Strassenbahn,0,1013.2845322475341
Taxi,1,978.0042397803907
Strassenbahn,0,1237.5686513757655
Strassenbahn,0,1024.5023093528675
Taxi,0,825.2464283217706
Taxi,2,875.6578969365585
Strassenbahn,0,1119.426820471605
Taxi,1,811.2886548105531
Strassenbahn,0,1130.7081559779404
Taxi,0,880.9052773578194
Taxi,2,773.0342963754314
Taxi,3,1028.5210511843145
Taxi,2,754.6129962522341
Taxi,0,1290.4226895556972
Taxi,0,950.402017811563
Strassenbahn,0,1249.9429807152578
Taxi,1,762.6142539322498
Taxi,1,1576.8077268338186
Taxi,0,673.1695953475186
Taxi,0,986.3576389148635
Strassenbahn,0,1125.5609347579136
Taxi,0,798.7558130182582
Strassenbahn,0,1124.467936715093
Strassenbahn,0,1063.0065897005943
Strassenbahn,0,1259.7141893830435
Strassenbahn,0,1224.4973409729241
