Transportmittel,Reisezeit
Strassenbahn,1049.6388046532634
Strassenbahn,1212.935352316365
Strassenbahn,1007.9109186643268
Strassenbahn,1088.3505556537702
Strassenbahn,1208.6939742033387
Strassenbahn,1011.9873402025719
Strassenbahn,1229.129038768323
Taxi,567.7214905650442
Strassenbahn,1244.1823435391411
Strassenbahn,1229.4243186269948
Strassenbahn,1113.7169190291534
Strassenbahn,1024.879166137379
Strassenbahn,1105.215603592214
Strassenbahn,1227.2324763699578
Taxi,489.15007588174853
Strassenbahn,1292.4830555986741
Strassenbahn,1153.192056050906
Strassenbahn,1209.6912881094327
Strassenbahn,1188.0356668093928
Strassenbahn,1142.1525188432358
Strassenbahn,1105.6725859704238
Strassenbahn,1207.2021717583243
Strassenbahn,1040.6378930082622
Strassenbahn,1074.0118662898008
Strassenbahn,1206.1417717484703
Strassenbahn,1090.5698697671683
Taxi,555.0911988714804
Strassenbahn,1291.414449573099
Strassenbahn,1096.243366450345
Strassenbahn,1076.6362412289268
Strassenbahn,1107.3640193233655
Strassenbahn,1128.4057464380512
Strassenbahn,1017.428321438867
Strassenbahn,1213.4912284917054
Taxi,593.5260634293256
Strassenbahn,1221.9419431143258
Strassenbahn,1012.9145864106391
Strassenbahn,999.0226070381534
Strassenbahn,1098.7874196253656
Taxi,507.97205928354896
Strassenbahn,1056.4246973625804
Strassenbahn,1110.6363966492686
Strassenbahn,1044.4865980750626
Strassenbahn,1114.1178126271654
Strassenbahn,1054.5455292818663
Taxi,592.4415254934567
Strassenbahn,993.0025222150101
Strassenbahn,1133.982240182675
Strassenbahn,1126.7984590221558
Taxi,524.8789771438427
Taxi,459.96607370718255
Strassenbahn,1193.5184213520256
Strassenbahn,1049.7558153874547
Strassenbahn,1135.5029226833233
Strassenbahn,1121.3609554062045
Taxi,672.3211529933594
Strassenbahn,1193.085593852963
Strassenbahn,1016.7260192248682
Strassenbahn,1237.234329620008
Strassenbahn,1052.5489991100626
Strassenbahn,1180.0523542278183
Taxi,650.1316841533455
Strassenbahn,1153.7978216823276
Strassenbahn,1167.607810675348
Strassenbahn,1295.7354640078934
Strassenbahn,1183.989820311428
Strassenbahn,1157.8080854536333
Strassenbahn,1135.238129511487
Strassenbahn,1168.4872648642431
Strassenbahn,1128.8610362059926
Taxi,664.9126959693449
Strassenbahn,1095.3803015437427
Strassenbahn,1269.6008570750137
Taxi,402.68895578686
Taxi,486.3847226781001
Strassenbahn,1238.9980810102452
Strassenbahn,1080.989063456187
Strassenbahn,1066.4316470527542
Strassenbahn,1237.4629859809063
Strassenbahn,1054.7608907298368
Strassenbahn,1279.753699826494
Strassenbahn,1035.5895781482193
Strassenbahn,1174.8095873001344
Strassenbahn,1292.3382073266785
Taxi,738.912490520424
Taxi,486.4465766899255
Strassenbahn,1101.7325429844136
Strassenbahn,1170.110056682483
Strassenbahn,1129.1825188251669
Strassenbahn,1103.634331717366
Strassenbahn,1169.3981926806405
Strassenbahn,1268.6724486644498
Strassenbahn,1204.006136303904
Taxi,606.0661465228304
Taxi,748.7561024597733
Strassenbahn,1119.1922166335428
Taxi,553.094579700586
Strassenbahn,1049.6396008769605
Strassenbahn,1169.804526912452
Taxi,551.5054254445926
Strassenbahn,1170.4182072635238
Strassenbahn,1172.1621910868157
Strassenbahn,1244.4830881798266
Taxi,671.1416237835783
Strassenbahn,1080.1453526822513
Strassenbahn,1263.0417802510583
Strassenbahn,1082.429907280924
Strassenbahn,1181.251786080914
Strassenbahn,1115.379810121959
Strassenbahn,1095.8897891825125
Taxi,538.8373517439788
Strassenbahn,1208.0422222221778
Taxi,573.1205038369117
Strassenbahn,1206.9431390546179
Strassenbahn,1187.061699184752
Strassenbahn,1086.1219136066754
Strassenbahn,1195.2943135134424
Strassenbahn,1043.1158920305604
Strassenbahn,1102.5479435551904
Strassenbahn,1152.0016470022856
Taxi,588.7293678527823
Strassenbahn,1276.3775737612068
Taxi,662.9964579426736
Strassenbahn,1046.4143302944972
Strassenbahn,1190.8317524539907
Strassenbahn,1290.6830825000611
Strassenbahn,1244.4694701961412
Strassenbahn,1022.437960267496
Strassenbahn,1217.7954370860136
Strassenbahn,1233.3347686510556
Strassenbahn,1207.4519509825448
Strassenbahn,1065.1739050705692
Strassenbahn,1103.3347413445067
Strassenbahn,1214.2086929969403
Strassenbahn,1217.5486724789034
Strassenbahn,1226.5833832154935
Strassenbahn,1033.4768206441322
Strassenbahn,1215.5703598687942
Strassenbahn,1248.244234183707
Taxi,556.7323611575017
Strassenbahn,1267.007434241365
Taxi,568.7182552027132
Strassenbahn,1191.397610764768
Strassenbahn,1038.1960043474974
Strassenbahn,998.9428417991094
Strassenbahn,1045.4730409784238
Strassenbahn,1017.867823159121
Strassenbahn,1089.1007564879637
Strassenbahn,1230.2799502564642
Strassenbahn,1192.847550132522
Strassenbahn,1276.8852801231274
Strassenbahn,1089.3177599646162
Taxi,480.0624674910642
Strassenbahn,1147.9478371874523
Strassenbahn,1126.507105274527
Strassenbahn,1250.6174839339174
Taxi,550.3026688303071
Strassenbahn,1011.3333464430318
Taxi,475.9305653651965
Strassenbahn,997.0569009985404
Strassenbahn,1092.3087481935916
Strassenbahn,1033.1058747718403
Strassenbahn,1079.2655741657527
Strassenbahn,1268.5145703703904
Strassenbahn,1010.8253961405799
Taxi,785.2130270843871
Taxi,607.9622743737154
Strassenbahn,1021.1699022715596
Strassenbahn,1121.5347804502887
Strassenbahn,1149.9415395128365
Strassenbahn,1277.5524512633262
Strassenbahn,1236.5174743815871
Strassenbahn,1251.7162796485222
Taxi,495.90106720366657
Strassenbahn,1291.1801773752638
Strassenbahn,1179.290289028915
Taxi,581.3607447060093
Strassenbahn,1099.8900661878547
Strassenbahn,1123.194644913638
Strassenbahn,1262.171767469672
Strassenbahn,1159.0224839742782
Strassenbahn,1177.1659788744291
Strassenbahn,1253.88882428161
Strassenbahn,1310.8434755194578
Strassenbahn,1055.8005074230898
Strassenbahn,1053.5225379586782
Strassenbahn,1139.8539630507337
Strassenbahn,1196.1426981963707
Strassenbahn,1095.9736809027931
Strassenbahn,1257.4893210345667
Strassenbahn,1188.748135263589
Strassenbahn,1218.0180588533958
Strassenbahn,1080.981540932837
Strassenbahn,1295.284766300082
Strassenbahn,1025.5940282291463
Taxi,729.1979868985657
Strassenbahn,1055.5913119444335
Strassenbahn,1012.7268722106946
Strassenbahn,1129.4923064108307
Taxi,703.5063765595786
Taxi,653.4916384281058
Strassenbahn,1202.6660801474932
Taxi,489.8346066858564
Strassenbahn,1086.6037457583777
Strassenbahn,1151.0311220511567
Strassenbahn,1125.037651138546
Strassenbahn,1012.2210668488221
Taxi,488.4866881943866
Strassenbahn,1145.727369983582
Strassenbahn,1179.8027381722613
Strassenbahn,1263.2100243120503
Strassenbahn,1064.7147023364796
Strassenbahn,1033.2650458941985
Strassenbahn,1234.4009176516574
Strassenbahn,1218.0357694005447
Strassenbahn,1078.0669865611108
Strassenbahn,1018.8920397276663
Strassenbahn,1123.1673599222208
Strassenbahn,1122.9430979298618
Strassenbahn,1255.7158039216831
Strassenbahn,1039.9732794023055
Strassenbahn,1141.4012627881852
Strassenbahn,1164.0527119805956
Strassenbahn,1156.2262684586044
Strassenbahn,1195.0480289793147
Strassenbahn,1217.12631687205
Taxi,563.9020159625334
Taxi,704.3694052516196
Strassenbahn,1083.209493202836
Strassenbahn,1190.7954594339121
Strassenbahn,1023.7174422660394
Taxi,488.68105615993886
Strassenbahn,1032.6233128670037
Strassenbahn,1126.2403614535076
Taxi,646.5776285492011
Strassenbahn,983.8088709882683
Strassenbahn,1012.8222732121999
Strassenbahn,1032.6276327345968
Strassenbahn,1157.6794556335565
Strassenbahn,1287.1179705194245
Strassenbahn,1244.6354068266837
Strassenbahn,1313.6042179089
Taxi,753.8860317778986
Strassenbahn,1041.144058146359
Strassenbahn,1255.8968716955474
Strassenbahn,1213.487019215514
Strassenbahn,1182.6858300294189
Strassenbahn,1263.896322654094
Strassenbahn,1073.1013096601305
Strassenbahn,1010.3941601747873
Strassenbahn,1213.8791001195812
Strassenbahn,1122.3653978667285
Strassenbahn,1227.9365894417342
Strassenbahn,1137.5447562290606
Strassenbahn,1184.3845803866263
Strassenbahn,1144.0301304163181
Strassenbahn,1298.9284759313935
Strassenbahn,1032.7461069270319
Strassenbahn,1121.6302989696483
Strassenbahn,1221.1401127984827
Strassenbahn,1169.9985283421815
Taxi,623.4325653145029
Strassenbahn,1088.0012028030746
Strassenbahn,1309.9729539454684
Strassenbahn,1136.2554514405588
Strassenbahn,1289.5906499818525
Strassenbahn,1147.164316035262
Strassenbahn,1090.3650442952937
Strassenbahn,1068.9757964605428
Strassenbahn,1145.6708431338304
Strassenbahn,1247.9895753072274
Strassenbahn,1077.010832969535
Strassenbahn,1040.5016932948624
Strassenbahn,1104.4306642486931
Strassenbahn,1125.6406176308808
Strassenbahn,1227.3988981518337
Strassenbahn,1091.1751950511784
Strassenbahn,1051.1385308520732
Strassenbahn,1082.1768081159853
Strassenbahn,1097.105231840078
Taxi,552.9576083439346
Strassenbahn,1212.703407208984
Strassenbahn,1256.8784760085923
Strassenbahn,1218.4526721281743
Strassenbahn,1025.019823648795
Taxi,461.44768943885254
Strassenbahn,1138.6208885351034
Strassenbahn,1072.7318633430862
Strassenbahn,1064.1933667010742
Strassenbahn,1143.3281995803761
Taxi,607.0327960303332
Strassenbahn,1081.3307465275388
Strassenbahn,1171.2739996821422
Strassenbahn,1266.418578903492
Strassenbahn,1115.811615953215
Strassenbahn,1109.3582794510676
Strassenbahn,1083.8881513980687
Strassenbahn,1180.519662535221
Strassenbahn,1136.563449486981
Taxi,507.2710075556456
Strassenbahn,1036.477003373524
Strassenbahn,1099.5639686266395
Strassenbahn,1009.3266161508857
Strassenbahn,1216.8242834507216
Strassenbahn,1203.2668297694872
Taxi,545.6228133794608
Strassenbahn,1177.2181317435025
Strassenbahn,1167.7300251147035
Strassenbahn,1261.6133264714176
Strassenbahn,1175.207524754599
Strassenbahn,984.3671694676289
Strassenbahn,1255.419411353283
Strassenbahn,1131.2649608431793
Strassenbahn,1139.4448844676417
Strassenbahn,1250.7191306463646
Taxi,648.0591699921838
Strassenbahn,1030.3559354279462
Strassenbahn,1264.5281011426835
Strassenbahn,1100.3723744331573
Strassenbahn,1249.6932657435498
Strassenbahn,1193.1959621624476
Strassenbahn,1137.8970804359724
Strassenbahn,1091.0311455734193
Strassenbahn,1285.6882631634414
Strassenbahn,1147.092219593384
Strassenbahn,1209.2260135953754
Strassenbahn,1261.9149862821841
Strassenbahn,1265.4976934000165
Strassenbahn,1023.7610426618198
Taxi,617.5551286866828
Strassenbahn,1255.7519198494815
Strassenbahn,1196.621329677581
Strassenbahn,1149.6680644878616
Strassenbahn,1200.3514715776084
Strassenbahn,1044.2027259075508
Strassenbahn,1124.6422168652966
Strassenbahn,1072.6622996447363
Strassenbahn,1058.766925672162
Taxi,469.2545464046363
Strassenbahn,1029.944283208522
Strassenbahn,1294.502364356643
Strassenbahn,1296.0273920423303
Taxi,571.5755425470234
Strassenbahn,1261.417732525475
Strassenbahn,1042.0593529838707
Strassenbahn,1172.6327559870952
Strassenbahn,1180.1567570559728
Strassenbahn,1254.0977499861556
Strassenbahn,1191.2552364913004
Strassenbahn,1237.9530341293853
Strassenbahn,1291.4059064693274
Strassenbahn,1166.1287963043305
Strassenbahn,1240.6932676481722
Strassenbahn,1221.1366933424185
Taxi,555.0368752888908
Strassenbahn,1199.3988005012397
Strassenbahn,1089.6290436060212
Taxi,635.8986879560302
Strassenbahn,1150.5963278885315
Strassenbahn,1088.367135652058
Strassenbahn,1005.16803702917
Strassenbahn,1044.4726397862632
Taxi,609.5603825079728
Taxi,556.8942658863245
Strassenbahn,1099.4618709380966
Strassenbahn,1193.1872151821194
Strassenbahn,1228.0022174421067
Strassenbahn,1010.4585910205436
Strassenbahn,1033.9525438654905
Strassenbahn,1187.3805517607375
Strassenbahn,1112.1682705956125
Strassenbahn,1172.4477845602933
Strassenbahn,1058.4507678705263
Strassenbahn,1111.7259924003565
Taxi,669.1259757187559
Strassenbahn,1041.3092126795789
Strassenbahn,1190.459471063335
Strassenbahn,1289.4276516188315
Strassenbahn,998.9929930675246
Strassenbahn,1067.2775287241493
Strassenbahn,1070.2812327736901
Strassenbahn,1224.269192423625
Strassenbahn,1238.8903112095409
Strassenbahn,1000.7152919374848
Strassenbahn,1192.2377363307085
Strassenbahn,1112.586046383335
Strassenbahn,1129.2645036107244
Strassenbahn,1160.6362446456067
Strassenbahn,1047.9171646089799
Strassenbahn,1130.2786294550497
Strassenbahn,1282.9698044839324
Taxi,585.8858256471611
Strassenbahn,1212.8427089972315
Strassenbahn,1297.944694982193
Strassenbahn,1263.579422479145
Strassenbahn,1123.1381288825464
Strassenbahn,1134.324148346344
Strassenbahn,1198.849818219442
Strassenbahn,1057.1078058351438
Strassenbahn,1059.599892194451
Strassenbahn,1051.193835386624
Strassenbahn,1169.171903473594
Strassenbahn,1157.1123452597312
Taxi,779.912173910737
Strassenbahn,1272.5028995612495
Strassenbahn,1131.5311602795869
Strassenbahn,1272.560370576
Strassenbahn,1110.8747578783427
Strassenbahn,1124.4216456436052
Strassenbahn,1021.3983866470356
Strassenbahn,1226.2010557652325
Strassenbahn,1177.6604858578928
Strassenbahn,1012.850040761455
Strassenbahn,1275.0532319323902
Strassenbahn,1296.3840721938368
Strassenbahn,1276.63232492922
Strassenbahn,1136.3368752345095
Strassenbahn,1046.1712401084214
Strassenbahn,1224.641922278162
Strassenbahn,1097.9291625115216
Strassenbahn,1090.9002293450453
Strassenbahn,1041.959155814186
Taxi,569.1984372807879
Strassenbahn,1215.7521692002963
Strassenbahn,1054.33518920169
Strassenbahn,1056.1681160547896
Strassenbahn,1169.6349609262631
Strassenbahn,1015.4690059472736
Strassenbahn,1145.46107468048
Taxi,542.8049294021707
Taxi,425.24111994200143
Taxi,454.2353432992169
Strassenbahn,1234.8606357603226
Taxi,458.67931289162476
Strassenbahn,1235.9291904238848
Strassenbahn,1174.9004418745521
Strassenbahn,1195.9816258297133
Strassenbahn,1193.896323162946
Strassenbahn,1144.1068031146935
Strassenbahn,1031.995501227102
Strassenbahn,1182.0546186180327
Strassenbahn,1079.5374261683887
Strassenbahn,1004.898495899387
Strassenbahn,1169.1818643725883
Strassenbahn,1019.3088569042353
Strassenbahn,999.1825284196522
Strassenbahn,1090.5172011324034
Strassenbahn,1015.3384922927737
Strassenbahn,1043.2874168013063
Strassenbahn,1155.4973271026572
Strassenbahn,1130.719951488844
Strassenbahn,1013.6682191350599
Strassenbahn,1308.2063835459962
Strassenbahn,1009.6548553708817
Strassenbahn,1274.6742230946115
Strassenbahn,1206.9561750218802
Strassenbahn,1052.3775799113876
Strassenbahn,1263.2228678263114
Strassenbahn,1197.893561268975
Strassenbahn,1080.206191225544
Strassenbahn,1105.026528516641
Strassenbahn,1042.46626555064
Strassenbahn,1006.3878900931966
Strassenbahn,1219.6440833922366
Strassenbahn,1191.965693573331
Strassenbahn,1223.7396740724753
Strassenbahn,1047.068860545642
Strassenbahn,1145.6971232268809
Strassenbahn,1159.995771286427
Strassenbahn,1119.7170946948804
Strassenbahn,1301.3103691612716
Strassenbahn,1246.4896387779609
Taxi,478.0871322263829
Strassenbahn,1139.9310167819385
Strassenbahn,1054.7193196045646
Strassenbahn,1107.2136146007797
Strassenbahn,1277.2093794678608
Strassenbahn,1129.4034413178072
Strassenbahn,1201.0441795613144
Taxi,522.173276789656
Taxi,663.0521011227454
Strassenbahn,1080.391305386004
Strassenbahn,1129.6347257142647
Strassenbahn,1248.9120464257517
Strassenbahn,1244.2482212828259
Taxi,592.534946679521
Strassenbahn,1242.6156141667484
Strassenbahn,1222.2450201630854
Strassenbahn,1178.966955178461
Strassenbahn,1089.2540472930718
Strassenbahn,1241.0143409491661
Strassenbahn,1221.1794922333593
Strassenbahn,1206.1337267478502
Strassenbahn,1300.9840324567724
Strassenbahn,1293.5121107539803
Strassenbahn,1042.3442494848953
Strassenbahn,1111.806426790612
Strassenbahn,1157.5747278405051
Strassenbahn,1155.308459327712
Strassenbahn,1312.1955971899843
Strassenbahn,1207.2235043987318
Strassenbahn,1208.0332734677204
Strassenbahn,1039.8428065946614
Strassenbahn,1212.7334649634722
Strassenbahn,1058.8876036010438
Strassenbahn,1180.3886361598807
Strassenbahn,1091.2217794526866
Strassenbahn,1261.1098122844214
Strassenbahn,1242.1784521806348
Strassenbahn,1129.1500268968634
Taxi,545.73141722888
Strassenbahn,1252.33507855198
Strassenbahn,1167.9313167146665
Strassenbahn,1200.9562748698686
Strassenbahn,1155.886539711822
Strassenbahn,1034.8684243102746
Taxi,659.0022022243797
Taxi,537.6460755933557
Strassenbahn,1016.9982589303405
Strassenbahn,1213.501189059439
Taxi,608.577409263637
Taxi,683.1372244277763
Strassenbahn,1028.6238085181205
Strassenbahn,1056.7407349676378
Strassenbahn,1142.3089485926448
Strassenbahn,1238.329647122352
Strassenbahn,1135.8762315318093
Strassenbahn,1060.8736460105665
Strassenbahn,1131.0503544864118
Strassenbahn,1137.3234390975392
Strassenbahn,1159.5451870499287
Strassenbahn,1175.2071907672591
Strassenbahn,1167.7334682506166
Strassenbahn,1162.6713962558983
Strassenbahn,1083.925635062501
Strassenbahn,1032.2372372046925
Strassenbahn,1209.0050399514748
Strassenbahn,1252.9356443234335
Strassenbahn,1052.7245585664964
Strassenbahn,1140.0493694704114
Strassenbahn,1250.335253272177
Taxi,516.5131694249845
Strassenbahn,1044.2971928492725
Strassenbahn,1065.1200720060815
Strassenbahn,1119.2699410930197
Strassenbahn,1159.1298284887357
Strassenbahn,1023.6013986589919
Strassenbahn,1008.5508932916096
Strassenbahn,1199.4523085023252
Strassenbahn,1263.0571137786296
Taxi,583.2738510943411
Strassenbahn,1214.5341656576638
Strassenbahn,1076.4700459713913
Taxi,544.4478771665167
Strassenbahn,1149.2727380726992
Strassenbahn,1029.7785939069877
Strassenbahn,1218.177555283015
Strassenbahn,1014.7661616358772
Strassenbahn,1054.6808550246906
Strassenbahn,1011.7720754605107
Strassenbahn,1167.345887432858
Taxi,584.7712298380925
Strassenbahn,1171.4134730343292
Taxi,477.9098628301601
Strassenbahn,1091.8711292373355
Strassenbahn,1176.7421035662483
Strassenbahn,1043.2385207205205
Strassenbahn,1169.0342658593922
Strassenbahn,1126.614339914996
Strassenbahn,1089.8152431307171
Strassenbahn,1137.58400896463
Strassenbahn,1100.3387004968959
Strassenbahn,1130.721450103852
Taxi,561.0387218276221
Strassenbahn,1083.4773153892513
Strassenbahn,1242.7914421656478
Strassenbahn,1199.8268146454104
Strassenbahn,1005.8995603913303
Strassenbahn,1238.4196493946188
Strassenbahn,996.5306225575906
Strassenbahn,1195.690644015248
Strassenbahn,1312.6891567654259
Strassenbahn,1063.1528618684065
Strassenbahn,1108.7369420544696
Strassenbahn,1276.7228445187234
Strassenbahn,1222.3154597158743
Taxi,524.6939617024932
Strassenbahn,1280.3776162091415
Strassenbahn,1284.1888663150203
Strassenbahn,1141.1035467963045
Strassenbahn,1072.7312458748697
Taxi,624.6094171186026
Strassenbahn,1289.445440492497
Strassenbahn,1210.2930514334025
Strassenbahn,1112.2763614797996
Strassenbahn,1207.9310895023423
Strassenbahn,999.965547758315
Strassenbahn,1229.2696372763896
Strassenbahn,1207.0431336599952
Taxi,527.0490292822583
Strassenbahn,1242.8282582843553
Strassenbahn,1033.8307555832462
Strassenbahn,1173.2950699369678
Strassenbahn,1082.0042471872696
Strassenbahn,1085.7712592947942
Taxi,614.4276224735398
Strassenbahn,1028.8783950833604
Strassenbahn,1089.2882913143314
Strassenbahn,1256.3712993900845
Strassenbahn,1040.422010938737
Strassenbahn,1259.0401671167137
Strassenbahn,1194.6320217380353
Strassenbahn,1208.4107528268416
Strassenbahn,1073.8599753175931
Strassenbahn,982.512422405099
Strassenbahn,1276.9416497415687
Strassenbahn,1215.305436046671
Strassenbahn,1065.6558877960242
Strassenbahn,1184.498184535972
Strassenbahn,1070.2346158613668
Strassenbahn,1301.1717268882253
Taxi,540.8524642754052
Strassenbahn,1182.9392373494475
Strassenbahn,1114.3838868018818
Taxi,553.3746481178705
Strassenbahn,989.1460596199513
Strassenbahn,1261.3741006515113
Strassenbahn,1196.5366936789108
Taxi,727.0386197427092
Strassenbahn,1274.0036561742963
Strassenbahn,989.54718597675
Taxi,646.8838233657784
Strassenbahn,1299.3320331153611
Taxi,502.46295156734334
Strassenbahn,1222.9060450959398
Strassenbahn,1071.961892392164
Taxi,630.0268626026566
Strassenbahn,1037.5251541314137
Strassenbahn,1289.1375740718354
Strassenbahn,1277.3984077804687
Strassenbahn,1117.59598108829
Taxi,591.3686933986319
Strassenbahn,1065.3947814704807
Strassenbahn,1087.365507264159
Strassenbahn,1039.9191972321987
Strassenbahn,990.8084913093745
Strassenbahn,1214.4239798836534
Strassenbahn,1136.7582448851663
Strassenbahn,1264.4677412371066
Strassenbahn,1087.8411976998095
Strassenbahn,1103.4413257876417
Strassenbahn,1045.6682185612026
Strassenbahn,1199.8734822526253
Strassenbahn,1309.8277175699793
Strassenbahn,1258.4382325536967
Strassenbahn,1202.8946306890812
Taxi,569.1161124924175
Strassenbahn,1132.1528215219232
Strassenbahn,1324.3409435734402
Strassenbahn,1289.0148496632096
Strassenbahn,1082.1376228656136
Strassenbahn,1197.5539572715702
Strassenbahn,1226.9499094460243
Strassenbahn,1167.1910980726952
Strassenbahn,1239.900607448581
Strassenbahn,1153.4633736746987
